Order_Number,Word,Pinyin,Total_Frequency,Ngram_Count,Avg_Frequency,Word_Length
1806,间里,jian1 li3,23,2,11.50,2
1807,普通,pu3 tong1,23,3,7.67,2
1808,实际上,shi2 ji4 shang4,23,3,7.67,3
1809,迟到,chi2 dao4,23,3,7.67,2
1810,新闻,xin1 wen2,23,3,7.67,2
1811,默塔,mo4 ta3,23,3,7.67,2
1812,臂,bi4,23,3,7.67,1
1813,搂住,lou3 zhu4,23,3,7.67,2
1814,灰,hui1,23,3,7.67,1
1815,研究,yan2 jiu1,23,3,7.67,2
1816,拔,ba2,23,3,7.67,1
1817,必要,bi4 yao4,23,3,7.67,2
1818,扔掉,reng1 diao4,23,3,7.67,2
1819,鸟,niao3,23,3,7.67,1
1820,月光,yue4 guang1,23,3,7.67,2
1821,干脆,gan1 cui4,23,3,7.67,2
1822,清晰,qing1 xi1,23,3,7.67,2
1823,走下,zou3 xia4,23,4,5.75,2
1824,头脑,tou2 nao3,23,4,5.75,2
1825,禁,jin4,23,4,5.75,1
1826,衣柜,yi1 gui4,23,4,5.75,2
1827,竭力,jie2 li4,23,4,5.75,2
1828,墨水,mo4 shui3,23,4,5.75,2
1829,蟾蜍,chan2 chu2,23,4,5.75,2
1830,像是,xiang4 shi4,23,4,5.75,2
1831,潮湿,chao2 shi1,22,1,22.00,2
1832,瓶,ping2,22,2,11.00,1
1833,毛茸茸,mao2 rong2 rong2,22,2,11.00,3
1834,灿烂,can4 lan4,22,2,11.00,2
1835,枚,mei2,22,2,11.00,1
1836,各自,ge4 zi4,22,2,11.00,2
1837,之类,zhi1 lei4,22,2,11.00,2
1838,疼痛,teng2 tong4,22,2,11.00,2
1839,灵魂,ling2 hun2,22,2,11.00,2
1840,扭动,niu3 dong4,22,2,11.00,2
1841,停下,ting2 xia4,22,2,11.00,2
1842,树蜂,shu4 feng1,22,2,11.00,2
1843,思礼,si1 li3,22,3,7.33,2
1844,违反,wei2 fan3,22,2,11.00,2
1845,十三,shi2 san1,22,2,11.00,2
1846,无影无踪,wu2 ying3 wu2 zong1,22,2,11.00,4
1847,肚子,du3 zi,22,3,7.33,2
1848,来得及,lai2 de ji2,22,2,11.00,3
1849,院长,yuan4 zhang3,22,2,11.00,2
1850,巴罗,ba1 luo2,22,2,11.00,2
1851,咬牙切齿,yao3 ya2 qie4 chi3,22,2,11.00,4
1852,理由,li3 you2,22,3,7.33,2
1853,激烈,ji1 lie4,22,3,7.33,2
1854,介意,jie4 yi4,22,3,7.33,2
1855,保密,bao3 mi4,22,3,7.33,2
1856,深长,shen1 chang2,22,3,7.33,2
1857,袋,dai4,22,3,7.33,1
1858,降落,jiang4 luo4,22,3,7.33,2
1859,出奇,chu1 qi2,22,3,7.33,2
1860,目瞪口呆,mu4 deng4 kou3 dai1,22,3,7.33,4
1861,拽,zhuai1,22,3,7.33,1
1862,死亡,si3 wang2,22,3,7.33,2
1863,自从,zi4 cong2,22,3,7.33,2
1864,门缝,men2 feng4,22,3,7.33,2
1865,从没,cong2 mei2,22,3,7.33,2
1866,清白,qing1 bai2,22,3,7.33,2
1867,嗖,sou1,22,3,7.33,1
1868,置信,zhi4 xin4,22,3,7.33,2
1869,湖面,hu2 mian4,22,4,5.50,2
1870,妖精,yao1 jing1,22,4,5.50,2
1871,事实,shi4 shi2,22,4,5.50,2
1872,跌跌撞撞,die1 die1 zhuang4 zhuang4,21,1,21.00,4
1873,鱼,yu2,21,1,21.00,1
1874,鲜红色,xian1 hong2 se4,21,1,21.00,3
1875,四下,si4 xia4,21,1,21.00,2
1876,黏糊糊,nian2 hu2 hu2,21,1,21.00,3
1877,绕,rao4,21,1,21.00,1
1878,笑声,xiao4 sheng1,21,1,21.00,2
1879,牙齿,ya2 chi3,21,1,21.00,2
1880,韦斯莱家,wei2 si1 lai2 jia1,21,1,21.00,4
1881,原因,yuan2 yin1,21,1,21.00,2
1882,扔,reng1,21,2,10.50,1
1883,力量,li4 liang4,21,2,10.50,2
1884,功课,gong1 ke4,21,2,10.50,2
1885,项,xiang4,21,2,10.50,1
1886,耸,song3,21,2,10.50,1
1887,烦躁,fan2 zao4,21,2,10.50,2
1888,吐,tu3,21,2,10.50,1
1889,喜悦,xi3 yue4,21,2,10.50,2
1890,脑,nao3,21,3,7.00,1
1891,窗台,chuang1 tai2,21,3,7.00,2
1892,做好,zuo4 hao3,21,3,7.00,2
1893,盘,pan2,21,3,7.00,1
1894,部里,bu4 li3,21,2,10.50,2
1895,主要,zhu3 yao4,21,3,7.00,2
1896,讥讽,ji1 feng3,21,3,7.00,2
1897,觉,jue2,21,3,7.00,1
1898,床上,chuang2 shang4,21,2,10.50,2
1899,背后,bei4 hou4,21,3,7.00,2
1900,盖,gai4,21,3,7.00,1
1901,粉红色,fen3 hong2 se4,21,2,10.50,3
1902,鼓鼓囊囊,gu3 gu3 nang1 nang1,21,3,7.00,4
1903,偷,tou1,21,3,7.00,1
1904,沿着,yan2 zhe,21,3,7.00,2
1905,寸,cun4,21,3,7.00,1
1906,决斗,jue2 dou4,21,3,7.00,2
1907,弥漫,mi2 man4,21,3,7.00,2
1908,门边,men2 bian1,21,3,7.00,2
1909,受够,shou4 gou4,21,3,7.00,2
1910,映照,ying4 zhao4,21,3,7.00,2
1911,一百,yi4 bai3,21,3,7.00,2
1912,管理,guan3 li3,21,3,7.00,2
1913,罗恩气,luo2 en1 qi4,21,3,7.00,3
1914,欢呼,huan1 hu1,21,3,7.00,2
1915,牙缝,ya2 feng4,21,3,7.00,2
1916,梦,meng4,21,3,7.00,1
1917,寻常,xun2 chang2,21,3,7.00,2
1918,统,tong3,21,3,7.00,1
1919,专爱,zhuan1 ai4,21,3,7.00,2
1920,决定,jue2 ding4,21,4,5.25,2
1921,张张,zhang1 zhang1,21,4,5.25,2
1922,计划,ji4 hua4,20,1,20.00,2
1923,文字,wen2 zi4,20,1,20.00,2
1924,博恩斯,bo2 en1 si1,20,1,20.00,3
1925,守护神,shou3 hu4 shen2,20,1,20.00,3
1926,宾斯,bin1 si1,20,1,20.00,2
1927,蛙,wa1,20,1,20.00,1
1928,耷拉,da1 la1,20,2,10.00,2
1929,冥想,ming2 xiang3,20,2,10.00,2
1930,倒霉,dao3 mei2,20,2,10.00,2
1931,抽水,chou1 shui3,20,2,10.00,2
1932,拥挤,yong1 ji3,20,2,10.00,2
1933,无声,wu2 sheng1,20,2,10.00,2
1934,手腕,shou3 wan4,20,2,10.00,2
1935,出发,chu1 fa1,20,2,10.00,2
1936,获得,huo4 de2,20,2,10.00,2
1937,大笑,da4 xiao4,20,2,10.00,2
1938,反应,fan3 ying4,20,2,10.00,2
1939,金币,jin1 bi4,20,2,10.00,2
1940,含糊不清,han2 hu2 bu4 qing1,20,2,10.00,4
1941,握手,wo4 shou3,20,2,10.00,2
1942,第1,di4 1,20,3,6.67,2
1943,说时迟,shuo1 shi2 chi2,20,2,10.00,3
1944,防御术,fang2 yu4 shu4,20,2,10.00,3
1945,软绵绵,ruan3 mian2 mian2,20,3,6.67,3
1946,冲进,chong1 jin4,20,3,6.67,2
1947,含,han2,20,3,6.67,1
1948,除,chu2,20,2,10.00,1
1949,眼球,yan3 qiu2,20,3,6.67,2
1950,词,ci2,20,3,6.67,1
1951,爆响,bao4 xiang3,20,3,6.67,2
1952,袭击,xi2 ji1,20,3,6.67,2
1953,左右,zuo3 you4,20,3,6.67,2
1954,着脸,zhe lian3,20,3,6.67,2
1955,猎狗,lie4 gou3,20,3,6.67,2
1956,大部分,da4 bu4 fen4,20,3,6.67,3
1957,批,pi1,20,3,6.67,1
1958,体育,ti3 yu4,20,3,6.67,2
1959,加入,jia1 ru4,20,3,6.67,2
1960,想要,xiang3 yao4,20,3,6.67,2
1961,难过,nan2 guo4,20,3,6.67,2
1962,扯,che3,20,3,6.67,1
1963,全身,quan2 shen1,20,3,6.67,2
1964,总算,zong3 suan4,20,3,6.67,2
1965,好处,hao3 chu4,20,3,6.67,2
1966,首,shou3,20,3,6.67,1
1967,飞来,fei1 lai2,20,3,6.67,2
1968,包裹,bao1 guo3,20,3,6.67,2
1969,活动,huo2 dong4,20,3,6.67,2
1970,假装,jia3 zhuang1,20,3,6.67,2
1971,平生,ping2 sheng1,20,3,6.67,2
1972,臭,chou4,20,3,6.67,1
1973,颤动,chan4 dong4,20,3,6.67,2
1974,放进,fang4 jin4,20,3,6.67,2
1975,捋,lv3,20,4,5.00,1
1976,蘸,zhan4,20,4,5.00,1
1977,向前,xiang4 qian2,20,4,5.00,2
1978,混,hun4,20,4,5.00,1
1979,魔王,mo2 wang2,19,1,19.00,2
1980,皮皮,pi2 pi2,19,1,19.00,2
1981,说话声,shuo1 hua4 sheng1,19,1,19.00,3
1982,凳子,deng4 zi,19,1,19.00,2
1983,气味,qi4 wei4,19,1,19.00,2
1984,皮肤,pi2 fu1,19,1,19.00,2
1985,了望,le wang4,19,1,19.00,2
1986,幕,mu4,19,2,9.50,1
1987,少,shao3,19,2,9.50,1
1988,蓝色,lan2 se4,19,2,9.50,2
1989,丽塔•斯基特,li4 ta3 • si1 ji1 te4,19,2,9.50,6
1990,纯,chun2,19,2,9.50,1
1991,手掌,shou3 zhang3,19,2,9.50,2
1992,认真,ren4 zhen1,19,2,9.50,2
1993,难听,nan2 ting1,19,2,9.50,2
1994,趟,tang4,19,2,9.50,1
1995,热切,re4 qie4,19,2,9.50,2
1996,完成,wan2 cheng2,19,2,9.50,2
1997,忠诚,zhong1 cheng2,19,2,9.50,2
1998,喷出,pen1 chu1,19,2,9.50,2
1999,一本正经,yi1 ben3 zheng4 jing1,19,2,9.50,4
2000,放开,fang4 kai1,19,2,9.50,2
2001,含糊,han2 hu2,19,2,9.50,2
2002,商店,shang1 dian4,19,2,9.50,2
2003,哈利冷冷,ha1 li4 leng3 leng3,19,2,9.50,4
2004,双胞胎,shuang1 bao1 tai1,19,3,6.33,3
2005,聪明,cong1 ming2,19,3,6.33,2
2006,小猪,xiao3 zhu1,19,3,6.33,2
2007,挣脱,zheng4 tuo1,19,3,6.33,2
2008,右,you4,19,3,6.33,1
2009,锁,suo3,19,3,6.33,1
2010,时刻,shi2 ke4,19,3,6.33,2
2011,从没有,cong2 mei2 you3,19,3,6.33,3
2012,系,xi4,19,3,6.33,1
2013,块头,kuai4 tou2,19,3,6.33,2
2014,大量,da4 liang4,19,3,6.33,2
2015,转动,zhuan3 dong4,19,3,6.33,2
2016,差点儿,cha4 dian3 er2,19,3,6.33,3
2017,狼人,lang2 ren2,19,3,6.33,2
2018,转过身,zhuan3 guo4 shen1,19,3,6.33,3
2019,重新,chong2 xin1,19,3,6.33,2
2020,钻心,zuan1 xin1,19,3,6.33,2
2021,失踪,shi1 zong1,19,3,6.33,2
2022,自由,zi4 you2,19,3,6.33,2
2023,则,ze2,19,3,6.33,1
2024,上楼,shang4 lou2,19,3,6.33,2
2025,释放,shi4 fang4,19,3,6.33,2
2026,形成,xing2 cheng2,19,3,6.33,2
2027,卡多根,ka3 duo1 gen1,18,1,18.00,3
2028,态度,tai4 du4,18,1,18.00,2
2029,逃走,tao2 zou3,18,1,18.00,2
2030,揉,rou2,18,1,18.00,1
2031,摆脱,bai3 tuo1,18,1,18.00,2
2032,嘀咕,di2 gu1,18,2,9.00,2
2033,蛇怪,she2 guai4,18,2,9.00,2
2034,分到,fen1 dao4,18,2,9.00,2
2035,快速,kuai4 su4,18,2,9.00,2
2036,人影,ren2 ying3,18,2,9.00,2
2037,大脑,da4 nao3,18,2,9.00,2
2038,屋里,wu1 li3,18,2,9.00,2
2039,盼,pan4,18,2,9.00,1
2040,异口同声,yi4 kou3 tong2 sheng1,18,2,9.00,4
2041,轻快,qing1 kuai4,18,2,9.00,2
2042,书店,shu1 dian4,18,2,9.00,2
2043,原地,yuan2 di4,18,2,9.00,2
2044,原谅,yuan2 liang4,18,2,9.00,2
2045,披,pi1,18,2,9.00,1
2046,柜子,gui4 zi,18,2,9.00,2
2047,沙哑,sha1 ya3,18,2,9.00,2
2048,经历,jing1 li4,18,2,9.00,2
2049,正香,zheng4 xiang1,18,2,9.00,2
2050,昨天,zuo2 tian1,18,2,9.00,2
2051,乔治•韦斯莱,qiao2 zhi4 • wei2 si1 lai2,18,2,9.00,6
2052,空白,kong4 bai2,18,2,9.00,2
2053,联合会,lian2 he2 hui4,18,2,9.00,3
2054,黄,huang2,18,3,6.00,1
2055,小跑,xiao3 pao3,18,3,6.00,2
2056,原先,yuan2 xian1,18,3,6.00,2
2057,跨,kua4,18,3,6.00,1
2058,采取,cai3 qu3,18,3,6.00,2
2059,震惊,zhen4 jing1,18,3,6.00,2
2060,同意,tong2 yi4,18,3,6.00,2
2061,赶到,gan3 dao4,18,3,6.00,2
2062,扶手,fu2 shou3,18,3,6.00,2
2063,巨,ju4,18,3,6.00,1
2064,独自,du2 zi4,18,3,6.00,2
2065,犹豫,you2 yu4,18,3,6.00,2
2066,生,sheng1,18,3,6.00,1
2067,关心,guan1 xin1,18,3,6.00,2
2068,价值,jia4 zhi2,18,3,6.00,2
2069,药,yao4,18,3,6.00,1
2070,墙角,qiang2 jiao3,18,3,6.00,2
2071,咒,zhou4,18,3,6.00,1
2072,蜡烛,la4 zhu2,18,3,6.00,2
2073,使出,shi3 chu1,18,3,6.00,2
2074,食,shi2,18,3,6.00,1
2075,劲儿,jin4 er,18,3,6.00,2
2076,噗,pu1,18,3,6.00,1
2077,圣芒戈,sheng4 mang2 ge1,18,3,6.00,3
2078,人人,ren2 ren2,17,1,17.00,2
2079,细细,xi4 xi4,17,1,17.00,2
2080,景象,jing3 xiang4,17,1,17.00,2
2081,阿不思•邓布,a1 bu4 si1 • deng4 bu4,17,1,17.00,6
2082,绳子,sheng2 zi,17,1,17.00,2
2083,食物,shi2 wu4,17,1,17.00,2
2084,校规,xiao4 gui1,17,2,8.50,2
2085,覆盖,fu4 gai4,17,2,8.50,2
2086,她们,ta1 men,17,2,8.50,2
2087,荧光,ying2 guang1,17,2,8.50,2
2088,送来,song4 lai2,17,2,8.50,2
2089,气急败坏,qi4 ji2 bai4 huai4,17,2,8.50,4
2090,无力,wu2 li4,17,2,8.50,2
2091,附近,fu4 jin4,17,2,8.50,2
2092,罗斯,luo2 si1,17,2,8.50,2
2093,局促不安,ju2 cu4 bu4 an1,17,2,8.50,4
2094,忍受,ren3 shou4,17,2,8.50,2
2095,唐克斯,tang2 ke4 si1,17,2,8.50,3
2096,口令,kou3 ling4,17,2,8.50,2
2097,处,chu4,17,2,8.50,1
2098,肩头,jian1 tou2,17,2,8.50,2
2099,勇气,yong3 qi4,17,2,8.50,2
2100,惊愕,jing1 e4,17,2,8.50,2
2101,慢悠悠,man4 you1 you1,17,2,8.50,3
2102,吹,chui1,17,2,8.50,1
2103,有气无力,you3 qi4 wu2 li4,17,2,8.50,4
2104,睁大,zheng1 da4,17,2,8.50,2
2105,送信,song4 xin4,17,2,8.50,2
2106,伦敦,lun2 dun1,17,2,8.50,2
2107,眉毛,mei2 mao2,17,2,8.50,2
2108,以,yi3,17,2,8.50,1
2109,合作司,he2 zuo4 si1,17,2,8.50,3
2110,体育场,ti3 yu4 chang3,17,3,5.67,3
2111,血迹,xue4 ji4,17,3,5.67,2
2112,加摩,jia1 mo2,17,3,5.67,2
2113,能够,neng2 gou4,17,3,5.67,2
2114,烧伤,shao1 shang1,17,3,5.67,2
2115,歌,ge1,17,3,5.67,1
2116,凤凰,feng4 huang2,17,3,5.67,2
2117,浑厚,hun2 hou4,17,3,5.67,2
2118,角,jiao3,17,3,5.67,1
2119,怪兽,guai4 shou4,17,3,5.67,2
2120,砸,za2,17,3,5.67,1
2121,背,bei4,17,3,5.67,1
2122,傻瓜,sha3 gua1,17,3,5.67,2
2123,选择,xuan3 ze2,17,3,5.67,2
2124,满脸,man3 lian3,17,3,5.67,2
2125,去年,qu4 nian2,17,3,5.67,2
2126,课本,ke4 ben3,17,3,5.67,2
2127,曾,ceng2,17,3,5.67,1
2128,之,zhi1,17,3,5.67,1
2129,之前,zhi1 qian2,17,3,5.67,2
2130,心想,xin1 xiang3,16,1,16.00,2
2131,肮脏,ang1 zang1,16,1,16.00,2
2132,谈话,tan2 hua4,16,1,16.00,2
2133,震耳欲聋,zhen4 er3 yu4 long2,16,1,16.00,4
2134,松开,song1 kai1,16,1,16.00,2
2135,伸缩,shen1 suo1,16,1,16.00,2
2136,耳,er3,16,1,16.00,1
2137,妹妹,mei4 mei4,16,1,16.00,2
2138,恐怖,kong3 bu4,16,1,16.00,2
2139,漫不经心,man4 bu4 jing1 xin1,16,1,16.00,4
2140,熄灭,xi1 mie4,16,1,16.00,2
2141,打败,da3 bai4,16,1,16.00,2
2142,尖尖,jian1 jian1,16,1,16.00,2
2143,不断,bu4 duan4,16,1,16.00,2
2144,预言,yu4 yan2,16,1,16.00,2
2145,尖叫声,jian1 jiao4 sheng1,16,1,16.00,3
2146,痕迹,hen2 ji4,16,1,16.00,2
2147,逃脱,tao2 tuo1,16,2,8.00,2
2148,朝下,chao2 xia4,16,2,8.00,2
2149,快活,kuai4 huo2,16,2,8.00,2
2150,摆动,bai3 dong4,16,2,8.00,2
2151,遭到,zao1 dao4,16,2,8.00,2
2152,媚娃,mei4 wa2,16,2,8.00,2
2153,刺骨,ci4 gu3,16,2,8.00,2
2154,画,hua4,16,2,8.00,1
2155,叽叽喳喳,ji1 ji1 zha1 zha1,16,2,8.00,4
2156,提出,ti2 chu1,16,2,8.00,2
2157,差,cha4,16,2,8.00,1
2158,微光,wei1 guang1,16,2,8.00,2
2159,闪光,shan3 guang1,16,2,8.00,2
2160,院子,yuan4 zi,16,2,8.00,2
2161,马,ma3,16,2,8.00,1
2162,走向,zou3 xiang4,16,2,8.00,2
2163,家族,jia1 zu2,16,2,8.00,2
2164,冷酷,leng3 ku4,16,2,8.00,2
2165,装出,zhuang1 chu1,16,2,8.00,2
2166,拔出,ba2 chu1,16,2,8.00,2
2167,毛,mao2,16,2,8.00,1
2168,涨红,zhang4 hong2,16,2,8.00,2
2169,火辣辣,huo3 la4 la4,16,2,8.00,3
2170,树枝,shu4 zhi1,16,2,8.00,2
2171,讲台,jiang3 tai2,16,2,8.00,2
2172,存在,cun2 zai4,16,2,8.00,2
2173,传出,chuan2 chu1,16,2,8.00,2
2174,敲门,qiao1 men2,16,2,8.00,2
2175,凶狠,xiong1 hen3,16,2,8.00,2
2176,哥哥,ge1 ge1,16,2,8.00,2
2177,按,an4,16,2,8.00,1
2178,提到,ti2 dao4,16,2,8.00,2
2179,梅林,mei2 lin2,16,2,8.00,2
2180,特里,te4 li3,16,2,8.00,2
2181,玩儿,wan2 er2,16,3,5.33,2
2182,错乱,cuo4 luan4,16,3,5.33,2
2183,庞然大物,pang2 ran2 da4 wu4,16,3,5.33,4
2184,吃饭,chi1 fan4,16,3,5.33,2
2185,既然,ji4 ran2,16,3,5.33,2
2186,其实,qi2 shi2,16,3,5.33,2
2187,做出,zuo4 chu1,16,3,5.33,2
2188,运气,yun4 qi4,16,3,5.33,2
2189,抽搐,chou1 chu4,16,3,5.33,2
2190,抱怨,bao4 yuan4,16,3,5.33,2
2191,影响,ying3 xiang3,15,1,15.00,2
2192,亮晶晶,liang4 jing1 jing1,15,1,15.00,3
2193,串,chuan4,15,1,15.00,1
2194,罗斯默塔,luo2 si1 mo4 ta3,15,1,15.00,4
2195,蜷缩,quan2 suo1,15,1,15.00,2
2196,利,li4,15,1,15.00,1
2197,空空,kong1 kong1,15,1,15.00,2
2198,强烈,qiang2 lie4,15,1,15.00,2
2199,家人,jia1 ren2,15,1,15.00,2
2200,成员,cheng2 yuan2,15,1,15.00,2
2201,看法,kan4 fa3,15,1,15.00,2
2202,不少,bu4 shao3,15,1,15.00,2
2203,保加利亚,bao3 jia1 li4 ya4,15,2,7.50,4
2204,组,zu3,15,2,7.50,1
2205,插,cha1,15,2,7.50,1
2206,重量,zhong4 liang4,15,2,7.50,2
2207,看样子,kan4 yang4 zi,15,2,7.50,3
2208,观众,guan1 zhong4,15,2,7.50,2
2209,赛场,sai4 chang3,15,2,7.50,2
2210,陪,pei2,15,2,7.50,1
2211,塞,sai1,15,2,7.50,1
2212,通,tong1,15,2,7.50,1
2213,火把,huo3 ba3,15,2,7.50,2
2214,并没有,bing4 mei2 you3,15,2,7.50,3
2215,纸,zhi3,15,2,7.50,1
2216,封死,feng1 si3,15,2,7.50,2
2217,勇敢,yong3 gan3,15,2,7.50,2
2218,后来,hou4 lai2,15,2,7.50,2
2219,伤,shang1,15,3,5.00,1
2220,精品,jing1 pin3,15,3,5.00,2
2221,眼色,yan3 se4,15,3,5.00,2
2222,鬼脸,gui3 lian3,15,3,5.00,2
2223,报告,bao4 gao4,15,3,5.00,2
2224,不用,bu4 yong4,15,3,5.00,2
2225,顺便,shun4 bian4,15,3,5.00,2
2226,工具箱,gong1 ju4 xiang1,15,3,5.00,3
2227,拿定,na2 ding4,15,3,5.00,2
2228,噼啪,pi1 pa1,15,3,5.00,2
2229,眼巴巴,yan3 ba1 ba1,14,1,14.00,3
2230,牢牢,lao2 lao2,14,1,14.00,2
2231,粗糙,cu1 cao1,14,1,14.00,2
2232,皱巴巴,zhou4 ba1 ba1,14,1,14.00,3
2233,蓬乱,peng2 luan4,14,1,14.00,2
2234,弯下,wan1 xia4,14,1,14.00,2
2235,脏兮兮,zang4 xi1 xi1,14,1,14.00,3
2236,博金,bo2 jin1,14,1,14.00,2
2237,弄到,nong4 dao4,14,1,14.00,2
2238,打人,da3 ren2,14,1,14.00,2
2239,柳,liu3,14,1,14.00,1
2240,拉开,la1 kai1,14,1,14.00,2
2241,说法,shuo1 fa3,14,1,14.00,2
2242,击球手,ji1 qiu2 shou3,14,1,14.00,3
2243,掌声,zhang3 sheng1,14,1,14.00,2
2244,气势汹汹,qi4 shi4 xiong1 xiong1,14,1,14.00,4
2245,乱蓬蓬,luan4 peng2 peng2,14,1,14.00,3
2246,情形,qing2 xing2,14,1,14.00,2
2247,情报,qing2 bao4,14,1,14.00,2
2248,烟雾,yan1 wu4,14,1,14.00,2
2249,辈子,bei4 zi,14,1,14.00,2
2250,格拉普兰,ge2 la1 pu3 lan2,14,1,14.00,4
2251,粗声大气,cu1 sheng1 da4 qi4,14,2,7.00,4
2252,美妙,mei3 miao4,14,2,7.00,2
2253,十六,shi2 liu4,14,2,7.00,2
2254,原,yuan2,14,2,7.00,1
2255,抖动,dou3 dong4,14,2,7.00,2
2256,有点儿,you3 dian3 er2,14,2,7.00,3
2257,欢快,huan1 kuai4,14,2,7.00,2
2258,白色,bai2 se4,14,2,7.00,2
2259,下巴,xia4 ba1,14,2,7.00,2
2260,蹬,deng1,14,2,7.00,1
2261,火焰,huo3 yan4,14,2,7.00,2
2262,看透,kan4 tou4,14,2,7.00,2
2263,极点,ji2 dian3,14,2,7.00,2
2264,绊,ban4,14,2,7.00,1
2265,进行,jin4 xing2,14,2,7.00,2
2266,帕瓦蒂,pa4 wa3 di4,14,2,7.00,3
2267,点头,dian3 tou2,14,2,7.00,2
2268,面色,mian4 se4,14,2,7.00,2
2269,快步,kuai4 bu4,14,2,7.00,2
2270,招,zhao1,14,2,7.00,1
2271,古灵阁,gu3 ling2 ge2,14,2,7.00,3
2272,傻乎乎,sha3 hu1 hu1,14,2,7.00,3
2273,果断,guo3 duan4,14,2,7.00,2
2274,竖起,shu4 qi3,14,2,7.00,2
2275,心思,xin1 si1,14,2,7.00,2
2276,张开,zhang1 kai1,14,2,7.00,2
2277,围巾,wei2 jin1,14,2,7.00,2
2278,爪子,zhua3 zi,14,2,7.00,2
2279,投向,tou2 xiang4,14,2,7.00,2
2280,看清,kan4 qing1,14,2,7.00,2
2281,噩梦,e4 meng4,14,2,7.00,2
2282,有意,you3 yi4,14,2,7.00,2
2283,巨人,ju4 ren2,14,2,7.00,2
2284,绿光,lv4 guang1,14,2,7.00,2
2285,镜片,jing4 pian4,14,2,7.00,2
2286,冠军,guan4 jun1,14,2,7.00,2
2287,安慰,an1 wei4,14,2,7.00,2
2288,意外,yi4 wai4,14,2,7.00,2
2289,拉到,la1 dao4,14,2,7.00,2
2290,饶恕咒,rao2 shu4 zhou4,14,2,7.00,3
2291,校史,xiao4 shi3,14,2,7.00,2
2292,混血,hun4 xue4,14,2,7.00,2
2293,大名鼎鼎,da4 ming2 ding3 ding3,13,1,13.00,4
2294,粗大,cu1 da4,13,1,13.00,2
2295,堆满,dui1 man3,13,1,13.00,2
2296,村子,cun1 zi,13,1,13.00,2
2297,穿好,chuan1 hao3,13,1,13.00,2
2298,过时,guo4 shi2,13,1,13.00,2
2299,矮人,ai3 ren2,13,1,13.00,2
2300,动弹,dong4 tan2,13,1,13.00,2
2301,庞大,pang2 da4,13,1,13.00,2
2302,淹没,yan1 mo4,13,1,13.00,2
2303,念咒,nian4 zhou4,13,1,13.00,2
2304,照,zhao4,13,1,13.00,1
2305,汁,zhi1,13,1,13.00,1
2306,蹑手蹑脚,nie4 shou3 nie4 jiao3,13,1,13.00,4
2307,撞到,zhuang4 dao4,13,1,13.00,2
2308,迈,mai4,13,1,13.00,1
2309,断,duan4,13,1,13.00,1
2310,时不时,shi2 bu4 shi2,13,1,13.00,3
2311,怎么回事,zen3 me hui2 shi4,13,1,13.00,4
2312,放声,fang4 sheng1,13,1,13.00,2
2313,死去,si3 qu4,13,1,13.00,2
2314,湿漉漉,shi1 lu4 lu4,13,1,13.00,3
2315,年轻,nian2 qing1,13,1,13.00,2
2316,乱糟糟,luan4 zao1 zao1,13,1,13.00,3
2317,癞蛤蟆,lai4 ha2 ma,13,1,13.00,3
2318,爱尔兰队,ai4 er3 lan2 dui4,13,1,13.00,4
2319,办,ban4,13,1,13.00,1
2320,线索,xian4 suo3,13,1,13.00,2
2321,圆圆,yuan2 yuan2,13,1,13.00,2
2322,阴森森,yin1 sen1 sen1,13,1,13.00,3
2323,命令,ming4 ling4,13,1,13.00,2
2324,回信,hui2 xin4,13,1,13.00,2
2325,拐杖,guai3 zhang4,13,2,6.50,2
2326,坐满,zuo4 man3,13,2,6.50,2
2327,火花,huo3 hua1,13,2,6.50,2
2328,黑狗,hei1 gou3,13,2,6.50,2
2329,笼罩,long3 zhao4,13,2,6.50,2
2330,干净,gan1 jing4,13,2,6.50,2
2331,差不多,cha4 bu duo1,13,2,6.50,3
2332,著名,zhu4 ming2,13,2,6.50,2
2333,念叨,nian4 dao1,13,2,6.50,2
2334,惊人,jing1 ren2,13,2,6.50,2
2335,即将,ji2 jiang1,13,2,6.50,2
2336,跪,gui4,13,2,6.50,1
2337,报名,bao4 ming2,13,2,6.50,2
2338,转移,zhuan3 yi2,13,2,6.50,2
2339,挡,dang3,13,2,6.50,1
2340,插进,cha1 jin4,13,2,6.50,2
2341,可笑,ke3 xiao4,13,2,6.50,2
2342,左边,zuo3 bian1,13,2,6.50,2
2343,路威,lu4 wei1,13,2,6.50,2
2344,再见,zai4 jian4,13,2,6.50,2
2345,满意,man3 yi4,13,2,6.50,2
2346,焦虑,jiao1 lv4,13,2,6.50,2
2347,不怀好意,bu4 huai2 hao4 yi4,13,2,6.50,4
2348,生硬,sheng1 ying4,13,2,6.50,2
2349,铺,pu4,13,2,6.50,1
2350,床单,chuang2 dan1,13,2,6.50,2
2351,树篱,shu4 li2,13,2,6.50,2
2352,茶杯,cha2 bei1,13,2,6.50,2
2353,袖子,xiu4 zi,13,2,6.50,2
2354,碗柜,wan3 gui4,13,2,6.50,2
2355,运动,yun4 dong4,13,2,6.50,2
2356,简短,jian3 duan3,13,2,6.50,2
2357,对着,dui4 zhe,13,2,6.50,2
2358,交谈,jiao1 tan2,13,2,6.50,2
2359,大粪,da4 fen4,13,2,6.50,2
2360,当啷,dang1 lang1,13,2,6.50,2
2361,姜,jiang1,13,2,6.50,1
